symbol,time,funding_rate,annualized_pct
OPENAI,2026-07-29 16:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-07-30 00:00:00.000,5e-05,5.4750000000000005
OPENAI,2026-07-30 08:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-07-30 16:00:00.000,5e-05,5.4750000000000005
OPENAI,2026-07-31 00:00:00.000,5e-05,5.4750000000000005
OPENAI,2026-07-31 08:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-07-31 16:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-01 00:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-01 08:00:00.002,5e-05,5.4750000000000005
OPENAI,2026-08-01 16:00:00.002,5e-05,5.4750000000000005
OPENAI,2026-08-02 00:00:00.002,5e-05,5.4750000000000005
OPENAI,2026-08-02 08:00:00.002,5e-05,5.4750000000000005
OPENAI,2026-08-02 16:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-03 00:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-03 08:00:00.002,5e-05,5.4750000000000005
OPENAI,2026-08-03 16:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-04 00:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-04 08:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-04 16:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-05 00:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-05 08:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-05 16:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-06 00:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-06 08:00:00.002,5e-05,5.4750000000000005
OPENAI,2026-08-06 16:00:00.001,5e-05,5.4750000000000005
OPENAI,2026-08-07 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-02 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-02 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-03 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-03 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-03 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-04 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-04 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-04 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-05 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-05 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-05 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-06 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-06 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-06 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-07 00:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-06-07 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-07 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-08 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-08 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-08 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-09 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-09 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-09 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-10 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-10 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-10 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-11 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-11 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-11 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-12 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-12 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-12 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-13 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-13 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-13 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-14 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-14 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-14 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-15 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-15 08:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-06-15 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-16 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-16 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-16 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-17 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-17 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-17 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-18 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-18 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-18 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-19 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-19 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-19 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-20 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-20 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-20 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-21 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-21 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-21 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-22 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-22 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-22 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-23 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-23 08:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-06-23 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-24 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-24 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-24 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-25 00:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-06-25 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-25 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-26 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-26 08:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-06-26 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-27 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-27 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-27 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-28 00:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-06-28 08:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-06-28 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-29 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-29 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-29 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-06-30 00:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-06-30 08:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-06-30 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-01 00:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-01 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-01 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-02 00:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-02 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-02 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-03 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-03 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-03 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-04 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-04 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-04 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-05 00:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-07-05 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-05 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-06 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-06 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-06 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-07 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-07 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-07 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-08 00:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-07-08 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-08 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-09 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-09 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-09 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-10 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-10 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-10 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-11 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-11 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-11 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-12 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-12 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-12 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-13 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-13 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-13 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-14 00:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-07-14 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-14 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-15 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-15 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-15 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-16 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-16 08:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-07-16 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-17 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-17 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-17 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-18 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-18 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-18 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-19 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-19 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-19 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-20 00:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-07-20 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-20 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-21 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-21 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-21 16:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-22 00:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-22 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-22 16:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-23 00:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-23 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-23 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-24 00:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-24 08:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-24 16:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-25 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-25 08:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-25 16:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-26 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-26 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-26 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-27 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-27 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-27 16:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-28 00:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-28 08:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-28 16:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-29 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-29 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-29 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-30 00:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-30 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-30 16:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-31 00:00:00.000,5e-05,5.4750000000000005
ANTHROPIC,2026-07-31 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-07-31 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-01 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-01 08:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-08-01 16:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-08-02 00:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-08-02 08:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-08-02 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-03 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-03 08:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-08-03 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-04 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-04 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-04 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-05 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-05 08:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-05 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-06 00:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-06 08:00:00.002,5e-05,5.4750000000000005
ANTHROPIC,2026-08-06 16:00:00.001,5e-05,5.4750000000000005
ANTHROPIC,2026-08-07 00:00:00.001,5e-05,5.4750000000000005
